{'action': 'debit', 'paydrc_reference': 'PDM0N8Z05Zd6296lovv22YFs', 'status': 'Successful', 'switch_reference': 'FP03I022vm05O29', 'telco_reference': 'MP220529.1300.C93387', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PD8j6Jv07byV15tHUTF22RUx', 'status': 'Failed', 'switch_reference': 'FP03wT22Ix07X15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD8QGGM07o8915xgQhT220Lj', 'status': 'Failed', 'switch_reference': 'FP03qx22Kn07t15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDEJVfc07WHt15skSMr22abY', 'status': 'Failed', 'switch_reference': 'FP03RF22ed07j15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDLqad407VQe15RMuo722TyT', 'status': 'Failed', 'switch_reference': 'FP03Ii221y07g15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDa8FIO077qb15Ym5vq22slR', 'status': 'Failed', 'switch_reference': 'FP035b22oS07E15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD7IFUx076bA15VWIfB22jkc', 'status': 'Failed', 'switch_reference': 'FP03w922UY07m15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDbPCTE07EAE152De6122OMI', 'status': 'Failed', 'switch_reference': 'FP035t22fW07x15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDaQW6X07fNN15KBKF922pC3', 'status': 'Failed', 'switch_reference': 'FP03V722rR07015', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDfQn9o0748v15Nfsgo227qZ', 'status': 'Failed', 'switch_reference': 'FP03Om22jI07n15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDK4Cc107GcW15L50hF22vH7', 'status': 'Failed', 'switch_reference': 'FP03vF22Ie07Q15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDpnrNj07mfZ15bs7Yx22IRP', 'status': 'Failed', 'switch_reference': 'FP03Ne22S407T15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD6YazO07CLE151TLgZ22Pyc', 'status': 'Failed', 'switch_reference': 'FP03kP22jx07N15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDzrrer075Pj15Y9Oma22ckm', 'status': 'Failed', 'switch_reference': 'FP036g22Ux07W15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD1yXsD07ULp15CpnUx2230W', 'status': 'Failed', 'switch_reference': 'FP03MH22is07G15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDXsHHW07cBD15B1Jcg22nRh', 'status': 'Failed', 'switch_reference': 'FP03cx22Ds07H15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDmmCIJ076Pc15GJf7z22Dzt', 'status': 'Failed', 'switch_reference': 'FP03OZ22jT07U15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDyi6S207qHX15D7Fey22DSj', 'status': 'Failed', 'switch_reference': 'FP03Oh22lL07I15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDadDYc078bm15jeSHq22H2y', 'status': 'Failed', 'switch_reference': 'FP03QF22uJ07915', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDpBDVO07SUs15fibIr22NnY', 'status': 'Failed', 'switch_reference': 'FP03Um22AE07Z15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDev0Hz07OpP156Yawg22kXE', 'status': 'Failed', 'switch_reference': 'FP03Vp22Dn07L15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDwcZFC07PEc15u39kU22VFE', 'status': 'Failed', 'switch_reference': 'FP03rq222J07B15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDyfS0I07f9s15yLZlx22s11', 'status': 'Failed', 'switch_reference': 'FP03mO22F707A15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDmDigC07IC715WUb7Q22cYb', 'status': 'Failed', 'switch_reference': 'FP03Xw22ak07N15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDicGmN07Axb15xQulK22EcE', 'status': 'Failed', 'switch_reference': 'FP03Kb22Am07015', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD8FYcK07w4115kdfIm228hZ', 'status': 'Failed', 'switch_reference': 'FP03eq22sG07x15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDyieFr07I7x152v3j322Fp3', 'status': 'Failed', 'switch_reference': 'FP03tJ22tW07O15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDy4QUL07gvr15weLim22xq4', 'status': 'Failed', 'switch_reference': 'FP03Lq225507415', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDTkomL07H9415njSRj22GKp', 'status': 'Failed', 'switch_reference': 'FP03K522vf07R15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDqbsnM075Kp15pi0fb22LqV', 'status': 'Failed', 'switch_reference': 'FP03Nm221807l15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDU5nU507fJ4158UVv522U1v', 'status': 'Failed', 'switch_reference': 'FP038A221a07G15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDLZH3i07m8d15q9mO222SXC', 'status': 'Failed', 'switch_reference': 'FP03jN22pO07j15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDIWvzx07upt15oD8yg227w4', 'status': 'Failed', 'switch_reference': 'FP03Ay22JI07y15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDHclFs07KPQ15FujxX22Gvk', 'status': 'Failed', 'switch_reference': 'FP03jD22T807a15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDtMCAU07HoO15V86sk22iCu', 'status': 'Failed', 'switch_reference': 'FP03bR22Hi07Q15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDLiH0k07oHW15XCkYd22A4L', 'status': 'Failed', 'switch_reference': 'FP03Lt22KZ07815', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD1QvrU07Jj315dtM5722T95', 'status': 'Failed', 'switch_reference': 'FP03n622EI07t15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDJfJGu0775a15p6Y9322Hdq', 'status': 'Failed', 'switch_reference': 'FP03Lf22dS07N15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDK3AZZ070Ae15SVcF122Ag8', 'status': 'Failed', 'switch_reference': 'FP03PD22Ar07715', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD6Gcg107XoH15qvBIK22sF3', 'status': 'Failed', 'switch_reference': 'FP0356224W07v15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDif7pF07Dj715ZtNZS22UAB', 'status': 'Failed', 'switch_reference': 'FP036I22IT07J15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDaBIrj07BXn15r07iW22NJE', 'status': 'Failed', 'switch_reference': 'FP039C22YB07w15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDepKoN07vOD15QMzIi22lvz', 'status': 'Failed', 'switch_reference': 'FP039s227307815', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDo5Dsj07xNI15xNPfI22QXk', 'status': 'Failed', 'switch_reference': 'FP03df22Pl07915', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDaFVz807Dc315H7LAF2295A', 'status': 'Failed', 'switch_reference': 'FP03Vb22Qp07U15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDV7gRN07VAG152km3r22nKT', 'status': 'Failed', 'switch_reference': 'FP03aV22fA07u15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDLTv3307uTA15TYMnd222ug', 'status': 'Failed', 'switch_reference': 'FP03IL22Ic07G15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDD8ukL07OoY15NfuDi22ln4', 'status': 'Failed', 'switch_reference': 'FP03Re22Ug07915', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD01oIh07oTv15PUr1J22Vq8', 'status': 'Failed', 'switch_reference': 'FP03Li22Cu07F15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDQiloI07xOm15KVxKz22hul', 'status': 'Failed', 'switch_reference': 'FP03vK22NL07015', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDW0R8Y07yr915sXQbx222fV', 'status': 'Failed', 'switch_reference': 'FP03ka22Hr07v15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDCsZbx07SJ5156kRBv22WYa', 'status': 'Failed', 'switch_reference': 'FP03lQ22Yo07M15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD7jmH707Oot15BC5u022kxD', 'status': 'Failed', 'switch_reference': 'FP039O22kq07715', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD9RN2D072dQ15G6Dmz22Mlm', 'status': 'Failed', 'switch_reference': 'FP03mE22Xy07W15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDG4u7A07RvJ15bMjKE22TKE', 'status': 'Failed', 'switch_reference': 'FP03C222G407K15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDf31Fi07NlH15FDmGX22rRY', 'status': 'Failed', 'switch_reference': 'FP03mu22de07u15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDYVVaq07tnu15u6RpB22KjL', 'status': 'Failed', 'switch_reference': 'FP03uP22bA07p15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDYygUX073lh15u93iI22NZi', 'status': 'Failed', 'switch_reference': 'FP03BO22j207s15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDiPHWZ07fWV15LrIHE22opj', 'status': 'Failed', 'switch_reference': 'FP03xB226c07W15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDkeG1u079wv15L14Ws229vQ', 'status': 'Failed', 'switch_reference': 'FP03zr22jD07F15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD8xMcW071yR15odf6T22ZgM', 'status': 'Failed', 'switch_reference': 'FP03Rh22DV07H15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDZBe6F0794e158kwac227ba', 'status': 'Failed', 'switch_reference': 'FP03Fi22BV07q15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDnWMp807GBI15QisfJ22fPd', 'status': 'Failed', 'switch_reference': 'FP033i22Ib07b15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDdr0C507X5C15mPlyP22NMr', 'status': 'Failed', 'switch_reference': 'FP039I22La07815', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDZyKIf074RI153fIVR227Vr', 'status': 'Failed', 'switch_reference': 'FP038l22wr07E15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDPMHgh07GuQ15HKPfo22zUv', 'status': 'Failed', 'switch_reference': 'FP03xV22rs07C15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDLqwL107KRU158qlTi22rwV', 'status': 'Failed', 'switch_reference': 'FP03Q622Z107D15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDw3Pjr07E9b158f3Kx22n5W', 'status': 'Failed', 'switch_reference': 'FP03tu22st07015', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD6H1nl07Bal15rgj9G22Soo', 'status': 'Failed', 'switch_reference': 'FP0346224k07T15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDbCcvV07rz815JthtP22pSn', 'status': 'Failed', 'switch_reference': 'FP034522sP07n15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD3W92V07DM615I7tRW2247K', 'status': 'Failed', 'switch_reference': 'FP03Bp228c07C15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDYoakI074zO15j9K9J2202k', 'status': 'Failed', 'switch_reference': 'FP03TG22sH07q15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDVIPk207G6p15fEeaA22yFz', 'status': 'Failed', 'switch_reference': 'FP03ND22QI07I15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDFobQM078Bc156gJFg22zxq', 'status': 'Failed', 'switch_reference': 'FP03CY226u07x15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD68Q1007BMo15Zx6pI22SH0', 'status': 'Failed', 'switch_reference': 'FP03Te22rm07l15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDM7Hsl07Kl715mWvJt220RF', 'status': 'Failed', 'switch_reference': 'FP037d22hP07L15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDw1j1m07Xcg15p6fna22oqs', 'status': 'Failed', 'switch_reference': 'FP031G22Ko07215', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDGghWq07z0815W2Ebx22j6C', 'status': 'Failed', 'switch_reference': 'FP03Bh22RF07B15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD5eXKJ07ZTX154sbJO22jpn', 'status': 'Failed', 'switch_reference': 'FP03GS22kJ07f15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDDpirp07lap15nV1Wz22Y8W', 'status': 'Failed', 'switch_reference': 'FP03NR22dw07k15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDAIyrO07NM515Uc0Ny22hiA', 'status': 'Failed', 'switch_reference': 'FP03Q922nL07B15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDuBBCO07J0J15iCoLk22jEk', 'status': 'Failed', 'switch_reference': 'FP03WH22EY07E15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDkN1F707L5d158Jnbp22r4H', 'status': 'Failed', 'switch_reference': 'FP032w222507715', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDqxfG707ZOr15MNiog22Fjq', 'status': 'Failed', 'switch_reference': 'FP03JG22UU07u15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDaQz6007OyQ154PeoX22J7P', 'status': 'Failed', 'switch_reference': 'FP03xL229F07j15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDChqoV070Mq15BVu0T22I1N', 'status': 'Failed', 'switch_reference': 'FP032Q22UB07T15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDFf0Bb07EqE15cWOV522mSP', 'status': 'Failed', 'switch_reference': 'FP03Y7220x07F15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDcr8Vl07QxN15XhZEX22Ewe', 'status': 'Failed', 'switch_reference': 'FP03Qv22uZ07315', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD7wcck07bzB15Rs0SR22o4k', 'status': 'Failed', 'switch_reference': 'FP03zP22p807D15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDkvtKz075Cv15RhU4722Vi6', 'status': 'Failed', 'switch_reference': 'FP03Z6226w07315', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDTQU8I07SmS15pIMr0223gV', 'status': 'Failed', 'switch_reference': 'FP03k522EC07Z15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDLI9hf07o3V15mo3G5221al', 'status': 'Failed', 'switch_reference': 'FP034b22mn07c15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD1idLA07saa15ik1te22wnA', 'status': 'Failed', 'switch_reference': 'FP03HL22hW07x15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDj0ryH07rwA15gFwMi22QyH', 'status': 'Failed', 'switch_reference': 'FP03Yi22Mg07r15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDEIvpy07GWr15VfzBM22ImD', 'status': 'Failed', 'switch_reference': 'FP03WB22Ed07315', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDtUIcS07yHq15wXUBu22yiF', 'status': 'Failed', 'switch_reference': 'FP03uR22wT07b15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDcU7f407x9C156Bh0t22f09', 'status': 'Failed', 'switch_reference': 'FP03RD22Wl07a15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD6vV4P074W91589gn2227RF', 'status': 'Failed', 'switch_reference': 'FP03SJ221307G15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDQK3dJ07Oe515wMtTM22QmX', 'status': 'Failed', 'switch_reference': 'FP03lL22XL07X15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDAr5T607JZM15XYogV22yZ4', 'status': 'Failed', 'switch_reference': 'FP03A122Q907g15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDCsVTX07dyb150Z35K22N0g', 'status': 'Failed', 'switch_reference': 'FP03cE22Lz07a15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDXBlqw07PeK15Br2oK22rNh', 'status': 'Failed', 'switch_reference': 'FP03oP228k07Y15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDbAnVg077DI15GOZGO22zPA', 'status': 'Failed', 'switch_reference': 'FP03A222ao07Q15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDXr07707qsz15EyV9o22Nre', 'status': 'Failed', 'switch_reference': 'FP03Op22oU07315', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDvTZdf07xbH15RDfGg22xug', 'status': 'Failed', 'switch_reference': 'FP03zp22Fz07U15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDGCqqt073MD15qTrHV22Wu0', 'status': 'Failed', 'switch_reference': 'FP03TV22uh07l15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDui7zA076kI15lQ0Xb22YZ5', 'status': 'Failed', 'switch_reference': 'FP03Zd22A407d15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDHacMh074RH154f7GD22Q2p', 'status': 'Failed', 'switch_reference': 'FP03Rf22aU07x15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDPE1yz07JGy15NZerN226ZP', 'status': 'Failed', 'switch_reference': 'FP03oB22U007S15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD4dNkW07xwg15ftCG722B3w', 'status': 'Failed', 'switch_reference': 'FP03W422hB07S15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDU8iGO07zue15YNSle22oZw', 'status': 'Failed', 'switch_reference': 'FP03BF22Yq07815', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDsYIi207kZy152UIqj228jy', 'status': 'Failed', 'switch_reference': 'FP03FM22F607N15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD2eaJe07BZ515FfHVt22ETc', 'status': 'Failed', 'switch_reference': 'FP03ot22YY07W15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDXBqem078jV1526EST22Cn0', 'status': 'Failed', 'switch_reference': 'FP03CO22c507L15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDnKiq907Pmu159l5ux22bvI', 'status': 'Failed', 'switch_reference': 'FP03Be22iH07p15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDpb2Ng07kLp15mIJQh22Clc', 'status': 'Failed', 'switch_reference': 'FP03oI22VC07P15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDJVCM907G8M15Mk3Ot22Om9', 'status': 'Failed', 'switch_reference': 'FP033R224F07g15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDxzSpl07wrh15mQtoT22nq1', 'status': 'Failed', 'switch_reference': 'FP03hc22BI07B15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD8ww5G0798a15Ld1qL22DrO', 'status': 'Failed', 'switch_reference': 'FP039H224R07u15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDzOfHO07o8l15JaYfC222l0', 'status': 'Failed', 'switch_reference': 'FP03Fn22r107U15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDLPihp07dFz15Glsil22h2Q', 'status': 'Failed', 'switch_reference': 'FP03zL22WJ07y15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDg62Dz07Te3154ZMfn22rXh', 'status': 'Failed', 'switch_reference': 'FP03jC22Q007Z15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDcIuMo07Wk215dDCIp22ECG', 'status': 'Failed', 'switch_reference': 'FP03ut22uc07515', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDGlfws0733J15oo74T22vUI', 'status': 'Failed', 'switch_reference': 'FP030g22nt07n15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDZ4mMO07vlc15aBDqv2262K', 'status': 'Failed', 'switch_reference': 'FP03Et225407u15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD0dL7m07FY815cJhaA22eef', 'status': 'Failed', 'switch_reference': 'FP03SR22us07d15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDlkfXX07zIA1558LTe224ya', 'status': 'Failed', 'switch_reference': 'FP03rG22l907d15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDJw1JS07wlf15WGshu22WHZ', 'status': 'Failed', 'switch_reference': 'FP03Ex22s807j15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
